Country/territory,WHO Preferred Vaccine Name,mmm Year,Bilateral/multilateral agreements,Donations,COVAX,AVAT,Unknown,Total Doses Delivered
Estonia,Janssen - Ad26.COV 2.S,7/1/2021,"9,600",,,,,"9,600"
Estonia,Janssen - Ad26.COV 2.S,8/1/2021,"4,800",,,,,"4,800"
Estonia,Janssen - Ad26.COV 2.S,9/1/2021,"17,200",,,,,"17,200"
Estonia,Janssen - Ad26.COV 2.S,10/1/2021,"57,600",,,,,"57,600"
Estonia,Janssen - Ad26.COV 2.S,11/1/2021,0,,,,,0
Estonia,Janssen - Ad26.COV 2.S,12/1/2021,0,,,,,0
Estonia,Janssen - Ad26.COV 2.S,1/1/2022,0,,,,,0
Estonia,Janssen - Ad26.COV 2.S,2/1/2022,0,,,,,0
Estonia,Janssen - Ad26.COV 2.S,3/1/2022,0,,,,,0
Estonia,Janssen - Ad26.COV 2.S,4/1/2022,0,,,,,0
Estonia,Janssen - Ad26.COV 2.S,5/1/2022,0,,,,,0
Estonia,Janssen - Ad26.COV 2.S,6/1/2022,0,,,,,0
Estonia,Janssen - Ad26.COV 2.S,7/1/2022,0,,,,,0
Estonia,Janssen - Ad26.COV 2.S,8/1/2022,0,,,,,0
Estonia,Janssen - Ad26.COV 2.S,9/1/2022,0,,,,,0
Estonia,Moderna - Spikevax,1/1/2021,"2,400",,,,,"2,400"
Estonia,Moderna - Spikevax,2/1/2021,"8,400",,,,,"8,400"
Estonia,Moderna - Spikevax,3/1/2021,"18,000",,,,,"18,000"
Estonia,Moderna - Spikevax,4/1/2021,"9,600",,,,,"9,600"
Estonia,Moderna - Spikevax,5/1/2021,"44,400",,,,,"44,400"
Estonia,Moderna - Spikevax,6/1/2021,"38,400",,,,,"38,400"
Estonia,Moderna - Spikevax,7/1/2021,"32,400",,,,,"32,400"
Estonia,Moderna - Spikevax,8/1/2021,"73,200",,,,,"73,200"
Estonia,Moderna - Spikevax,9/1/2021,"4,800",,,,,"4,800"
Estonia,Moderna - Spikevax,10/1/2021,"11,200",,,,,"11,200"
Estonia,Moderna - Spikevax,11/1/2021,0,,,,,0
Estonia,Moderna - Spikevax,12/1/2021,0,,,,,0
Estonia,Moderna - Spikevax,1/1/2022,"7,200",,,,,"7,200"
Estonia,Moderna - Spikevax,2/1/2022,0,,,,,0
Estonia,Moderna - Spikevax,3/1/2022,"18,000",,,,,"18,000"
Estonia,Moderna - Spikevax,4/1/2022,"2,400",,,,,"2,400"
Estonia,Moderna - Spikevax,5/1/2022,0,,,,,0
Estonia,Moderna - Spikevax,6/1/2022,0,,,,,0
Estonia,Moderna - Spikevax,7/1/2022,0,,,,,0
Estonia,Moderna - Spikevax,8/1/2022,0,,,,,0
Estonia,Moderna - Spikevax,9/1/2022,"19,200",,,,,"19,200"
Estonia,Novavax - Nuvaxovid,2/1/2022,"18,000",,,,,"18,000"
Estonia,Novavax - Nuvaxovid,3/1/2022,"24,000",,,,,"24,000"
Estonia,Novavax - Nuvaxovid,4/1/2022,0,,,,,0
Estonia,Novavax - Nuvaxovid,5/1/2022,0,,,,,0
Estonia,Novavax - Nuvaxovid,6/1/2022,0,,,,,0
Estonia,Novavax - Nuvaxovid,7/1/2022,"12,000",,,,,"12,000"
Estonia,Novavax - Nuvaxovid,8/1/2022,0,,,,,0
Estonia,Novavax - Nuvaxovid,9/1/2022,0,,,,,0
Estonia,Pfizer BioNTech - Comirnaty,12/1/2020,"9,750",,,,,"9,750"
Estonia,Pfizer BioNTech - Comirnaty,1/1/2021,"39,390",,,,,"39,390"
Estonia,Pfizer BioNTech - Comirnaty,2/1/2021,"47,970",,,,,"47,970"
Estonia,Pfizer BioNTech - Comirnaty,3/1/2021,"62,010",,,,,"62,010"
Estonia,Pfizer BioNTech - Comirnaty,4/1/2021,"101,790",,,,,"101,790"
Estonia,Pfizer BioNTech - Comirnaty,5/1/2021,"209,430",,,,,"209,430"
Estonia,Pfizer BioNTech - Comirnaty,6/1/2021,"211,770",,,,,"211,770"
Estonia,Pfizer BioNTech - Comirnaty,7/1/2021,"153,270",,,,,"153,270"
Estonia,Pfizer BioNTech - Comirnaty,8/1/2021,"120,510",,,,,"120,510"
Estonia,Pfizer BioNTech - Comirnaty,9/1/2021,"101,790",,,,,"101,790"
Estonia,Pfizer BioNTech - Comirnaty,10/1/2021,"100,620",,,,,"100,620"
Estonia,Pfizer BioNTech - Comirnaty,11/1/2021,"225,810",,,,,"225,810"
Estonia,Pfizer BioNTech - Comirnaty,12/1/2021,"174,060",,,,,"174,060"
Estonia,Pfizer BioNTech - Comirnaty,1/1/2022,"204,930",,,,,"204,930"
Estonia,Pfizer BioNTech - Comirnaty,2/1/2022,"54,120",,,,,"54,120"
Estonia,Pfizer BioNTech - Comirnaty,3/1/2022,"189,540",,,,,"189,540"
Estonia,Pfizer BioNTech - Comirnaty,4/1/2022,"186,030",,,,,"186,030"
Estonia,Pfizer BioNTech - Comirnaty,5/1/2022,"106,470",,,,,"106,470"
Estonia,Pfizer BioNTech - Comirnaty,6/1/2022,0,,,,,0
Estonia,Pfizer BioNTech - Comirnaty,7/1/2022,0,,,,,0
Estonia,Pfizer BioNTech - Comirnaty,8/1/2022,0,,,,,0
Estonia,Pfizer BioNTech - Comirnaty,9/1/2022,"100,800",,,,,"100,800"
Eswatini,AstraZeneca - Vaxzevria,6/1/2021,,,"14,400",,,"14,400"
Eswatini,AstraZeneca - Vaxzevria,8/1/2021,,"24,070",,,,"24,070"
Eswatini,Janssen - Ad26.COV 2.S,7/1/2021,,,"302,400",,,"302,400"
Eswatini,Pfizer BioNTech - Comirnaty,10/1/2021,,,"100,620",,,"100,620"
Eswatini,Pfizer BioNTech - Comirnaty,2/1/2022,,,"50,310",,,"50,310"
Eswatini,Pfizer BioNTech - Comirnaty,4/1/2022,,,"50,310",,,"50,310"
Eswatini,SII - Covishield,3/1/2021,,"20,000","12,000",,,"32,000"
Eswatini,SII - Covishield,4/1/2021,,,"12,000",,,"12,000"
Eswatini,Unknown,1/1/2022,,,,,"23,428","23,428"
Eswatini,Unknown,3/1/2022,,,,,"1,140","1,140"
Eswatini,Unknown,7/1/2022,,,,,"142,697","142,697"
Eswatini,Unknown,8/1/2022,,,,,"87,749","87,749"
Eswatini,Unknown,9/1/2022,,,,,"9,814","9,814"
Ethiopia,AstraZeneca - Vaxzevria,7/1/2021,,,"391,200",,,"391,200"
Ethiopia,AstraZeneca - Vaxzevria,8/1/2021,,,"998,400",,,"998,400"
Ethiopia,AstraZeneca - Vaxzevria,9/1/2021,,,"937,440",,,"937,440"
Ethiopia,AstraZeneca - Vaxzevria,10/1/2021,,,"452,400",,,"452,400"
Ethiopia,Janssen - Ad26.COV 2.S,7/1/2021,,,"453,600",,,"453,600"
Ethiopia,Janssen - Ad26.COV 2.S,8/1/2021,,,"1,210,550","12,000",,"1,222,550"
Ethiopia,Janssen - Ad26.COV 2.S,9/1/2021,,,"957,600","108,000",,"1,065,600"
Ethiopia,Janssen - Ad26.COV 2.S,11/1/2021,,,,"302,400",,"302,400"
Ethiopia,Janssen - Ad26.COV 2.S,12/1/2021,,,"9,777,600",,,"9,777,600"
Ethiopia,Janssen - Ad26.COV 2.S,1/1/2022,,,"12,810,000",,,"12,810,000"
Ethiopia,Janssen - Ad26.COV 2.S,2/1/2022,,,,"1,612,800",,"1,612,800"
Ethiopia,Janssen - Ad26.COV 2.S,5/1/2022,,,"8,316,000",,,"8,316,000"
Ethiopia,Janssen - Ad26.COV 2.S,8/1/2022,,,,"6,501,600",,"6,501,600"
Ethiopia,Pfizer BioNTech - Comirnaty,10/1/2021,,,"1,552,590",,,"1,552,590"
Ethiopia,Pfizer BioNTech - Comirnaty,11/1/2021,,,"1,552,590",,,"1,552,590"
Ethiopia,Pfizer BioNTech - Comirnaty,1/1/2022,,,"1,680,120",,,"1,680,120"
Ethiopia,Pfizer BioNTech - Comirnaty,2/1/2022,,,"840,060",,,"840,060"
Ethiopia,Pfizer BioNTech - Comirnaty,3/1/2022,,,"840,060",,,"840,060"
Ethiopia,SII - Covishield,3/1/2021,,,"2,184,000",,,"2,184,000"
Ethiopia,SII - Covishield,5/1/2022,,,"2,016,000",,,"2,016,000"
Ethiopia,Sinopharm (Beijing) - BBIBP-CorV,3/1/2021,,"300,000",,,,"300,000"
Ethiopia,Sinopharm (Beijing) - BBIBP-CorV,6/1/2021,,"100,000",,,,"100,000"
Ethiopia,Sinopharm (Beijing) - BBIBP-CorV,8/1/2021,,"300,000",,,,"300,000"
Ethiopia,Sinopharm (Beijing) - BBIBP-CorV,10/1/2021,,"800,000","1,993,200",,,"2,793,200"
Ethiopia,Sinopharm (Beijing) - BBIBP-CorV,1/1/2022,,"2,200,000","1,897,200",,,"4,097,200"
Ethiopia,Sinopharm (Beijing) - BBIBP-CorV,6/1/2022,,"10,000,000",,,,"10,000,000"
Ethiopia,Sinovac - CoronaVac,8/1/2021,,"200,000",,,,"200,000"
Fiji,AstraZeneca - Vaxzevria,3/1/2021,,,"12,000",,,"12,000"
Fiji,AstraZeneca - Vaxzevria,4/1/2021,,,"24,000",,,"24,000"
Fiji,AstraZeneca - Vaxzevria,5/1/2021,,"90,000","21,600",,,"111,600"
Fiji,AstraZeneca - Vaxzevria,6/1/2021,,"200,000","2,400",,,"202,400"
Fiji,AstraZeneca - Vaxzevria,7/1/2021,,"252,000","43,200",,,"295,200"
Fiji,AstraZeneca - Vaxzevria,8/1/2021,,"500,000","56,000",,,"556,000"
Fiji,AstraZeneca - Vaxzevria,11/1/2021,,"107,500",,,,"107,500"
Fiji,Moderna - Spikevax,7/1/2021,,,"150,080",,,"150,080"
Fiji,Moderna - Spikevax,11/1/2021,,,"50,400",,,"50,400"
Fiji,Moderna - Spikevax,12/1/2021,,,"141,600",,,"141,600"
Fiji,Moderna - Spikevax,6/1/2022,,,"9,600",,,"9,600"
Fiji,Moderna - Spikevax,8/1/2022,,,"25,000",,,"25,000"
Fiji,SII - Covishield,3/1/2021,,"100,000",,,,"100,000"
Finland,AstraZeneca - Vaxzevria,12/1/2020,0,,,,,0
Finland,AstraZeneca - Vaxzevria,1/1/2021,0,,,,,0
Finland,AstraZeneca - Vaxzevria,2/1/2021,"139,200",,,,,"139,200"
Finland,AstraZeneca - Vaxzevria,3/1/2021,"115,200",,,,,"115,200"
Finland,AstraZeneca - Vaxzevria,4/1/2021,"177,600",,,,,"177,600"
Finland,AstraZeneca - Vaxzevria,5/1/2021,"199,200",,,,,"199,200"
Finland,AstraZeneca - Vaxzevria,6/1/2021,0,,,,,0
Finland,AstraZeneca - Vaxzevria,7/1/2021,0,,,,,0
Finland,AstraZeneca - Vaxzevria,8/1/2021,"16,800",,,,,"16,800"
Finland,AstraZeneca - Vaxzevria,9/1/2021,0,,,,,0
Finland,AstraZeneca - Vaxzevria,10/1/2021,0,,,,,0
Finland,AstraZeneca - Vaxzevria,11/1/2021,0,,,,,0
Finland,AstraZeneca - Vaxzevria,12/1/2021,0,,,,,0
Finland,AstraZeneca - Vaxzevria,1/1/2022,0,,,,,0
Finland,AstraZeneca - Vaxzevria,2/1/2022,0,,,,,0
Finland,AstraZeneca - Vaxzevria,3/1/2022,0,,,,,0
Finland,AstraZeneca - Vaxzevria,4/1/2022,0,,,,,0
Finland,AstraZeneca - Vaxzevria,5/1/2022,0,,,,,0
Finland,AstraZeneca - Vaxzevria,6/1/2022,0,,,,,0
Finland,AstraZeneca - Vaxzevria,7/1/2022,0,,,,,0
Finland,AstraZeneca - Vaxzevria,8/1/2022,0,,,,,0
Finland,AstraZeneca - Vaxzevria,9/1/2022,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,12/1/2020,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,1/1/2021,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,2/1/2021,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,3/1/2021,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,4/1/2021,"16,800",,,,,"16,800"
Finland,Janssen - Ad26.COV 2.S,5/1/2021,"51,600",,,,,"51,600"
Finland,Janssen - Ad26.COV 2.S,6/1/2021,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,7/1/2021,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,8/1/2021,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,9/1/2021,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,10/1/2021,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,11/1/2021,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,12/1/2021,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,1/1/2022,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,2/1/2022,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,3/1/2022,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,4/1/2022,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,5/1/2022,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,6/1/2022,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,7/1/2022,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,8/1/2022,0,,,,,0
Finland,Janssen - Ad26.COV 2.S,9/1/2022,0,,,,,0
Finland,Moderna - Spikevax,12/1/2020,0,,,,,0
Finland,Moderna - Spikevax,1/1/2021,"10,800",,,,,"10,800"
Finland,Moderna - Spikevax,2/1/2021,"34,600",,,,,"34,600"
Finland,Moderna - Spikevax,3/1/2021,"31,400",,,,,"31,400"
Finland,Moderna - Spikevax,4/1/2021,"84,000",,,,,"84,000"
Finland,Moderna - Spikevax,5/1/2021,"190,800",,,,,"190,800"
Finland,Moderna - Spikevax,6/1/2021,"153,600",,,,,"153,600"
Finland,Moderna - Spikevax,7/1/2021,"216,000",,,,,"216,000"
Finland,Moderna - Spikevax,8/1/2021,"363,600",,,,,"363,600"
Finland,Moderna - Spikevax,9/1/2021,"273,600",,,,,"273,600"
Finland,Moderna - Spikevax,10/1/2021,"223,600",,,,,"223,600"
Finland,Moderna - Spikevax,11/1/2021,"176,400",,,,,"176,400"
Finland,Moderna - Spikevax,12/1/2021,"291,700",,,,,"291,700"
Finland,Moderna - Spikevax,1/1/2022,"92,400",,,,,"92,400"
Finland,Moderna - Spikevax,2/1/2022,0,,,,,0
Finland,Moderna - Spikevax,3/1/2022,0,,,,,0
Finland,Moderna - Spikevax,4/1/2022,"38,600",,,,,"38,600"
Finland,Moderna - Spikevax,5/1/2022,0,,,,,0
Finland,Moderna - Spikevax,6/1/2022,0,,,,,0
Finland,Moderna - Spikevax,7/1/2022,0,,,,,0
Finland,Moderna - Spikevax,8/1/2022,0,,,,,0
Finland,Moderna - Spikevax,9/1/2022,0,,,,,0
Finland,Pfizer BioNTech - Comirnaty,12/1/2020,"45,825",,,,,"45,825"
Finland,Pfizer BioNTech - Comirnaty,1/1/2021,"175,890",,,,,"175,890"
Finland,Pfizer BioNTech - Comirnaty,2/1/2021,"216,450",,,,,"216,450"
Finland,Pfizer BioNTech - Comirnaty,3/1/2021,"310,050",,,,,"310,050"
Finland,Pfizer BioNTech - Comirnaty,4/1/2021,"565,110",,,,,"565,110"
Finland,Pfizer BioNTech - Comirnaty,5/1/2021,"1,029,600",,,,,"1,029,600"
Finland,Pfizer BioNTech - Comirnaty,6/1/2021,"1,248,390",,,,,"1,248,390"
Finland,Pfizer BioNTech - Comirnaty,7/1/2021,"952,380",,,,,"952,380"
Finland,Pfizer BioNTech - Comirnaty,8/1/2021,"1,234,350",,,,,"1,234,350"
Finland,Pfizer BioNTech - Comirnaty,9/1/2021,"648,180",,,,,"648,180"
Finland,Pfizer BioNTech - Comirnaty,10/1/2021,"663,390",,,,,"663,390"
Finland,Pfizer BioNTech - Comirnaty,11/1/2021,"545,220",,,,,"545,220"
Finland,Pfizer BioNTech - Comirnaty,12/1/2021,"745,830",,,,,"745,830"
Finland,Pfizer BioNTech - Comirnaty,1/1/2022,"875,430",,,,,"875,430"
Finland,Pfizer BioNTech - Comirnaty,2/1/2022,"1,013,040",,,,,"1,013,040"
Finland,Pfizer BioNTech - Comirnaty,3/1/2022,"851,610",,,,,"851,610"
Finland,Pfizer BioNTech - Comirnaty,4/1/2022,"897,390",,,,,"897,390"
Finland,Pfizer BioNTech - Comirnaty,5/1/2022,"486,720",,,,,"486,720"
Finland,Pfizer BioNTech - Comirnaty,6/1/2022,0,,,,,0
Finland,Pfizer BioNTech - Comirnaty,7/1/2022,0,,,,,0
Finland,Pfizer BioNTech - Comirnaty,8/1/2022,0,,,,,0
Finland,Pfizer BioNTech - Comirnaty,9/1/2022,"601,920",,,,,"601,920"
Finland,Unknown,12/1/2020,0,,,,,0
Finland,Unknown,1/1/2021,0,,,,,0
Finland,Unknown,2/1/2021,0,,,,,0
Finland,Unknown,3/1/2021,0,,,,,0
Finland,Unknown,4/1/2021,0,,,,,0
Finland,Unknown,5/1/2021,0,,,,,0
Finland,Unknown,6/1/2021,0,,,,,0
Finland,Unknown,7/1/2021,0,,,,,0
Finland,Unknown,8/1/2021,0,,,,,0
Finland,Unknown,9/1/2021,0,,,,,0
Finland,Unknown,10/1/2021,0,,,,,0
Finland,Unknown,11/1/2021,0,,,,,0
Finland,Unknown,12/1/2021,0,,,,,0
Finland,Unknown,1/1/2022,0,,,,,0
Finland,Unknown,2/1/2022,0,,,,,0
Finland,Unknown,3/1/2022,0,,,,,0
Finland,Unknown,4/1/2022,0,,,,,0
Finland,Unknown,5/1/2022,0,,,,,0
Finland,Unknown,6/1/2022,0,,,,,0
Finland,Unknown,7/1/2022,0,,,,,0
Finland,Unknown,8/1/2022,0,,,,,0
Finland,Unknown,9/1/2022,0,,,,,0
France,AstraZeneca - Vaxzevria,12/1/2020,0,,,,,0
France,AstraZeneca - Vaxzevria,1/1/2021,0,,,,,0
France,AstraZeneca - Vaxzevria,2/1/2021,"1,137,600",,,,,"1,137,600"
France,AstraZeneca - Vaxzevria,3/1/2021,"1,870,000",,,,,"1,870,000"
France,AstraZeneca - Vaxzevria,4/1/2021,"1,656,000",,,,,"1,656,000"
France,AstraZeneca - Vaxzevria,5/1/2021,"3,016,700",,,,,"3,016,700"
France,AstraZeneca - Vaxzevria,6/1/2021,"1,719,600",,,,,"1,719,600"
France,AstraZeneca - Vaxzevria,7/1/2021,"955,600",,,,,"955,600"
France,AstraZeneca - Vaxzevria,8/1/2021,0,,,,,0
France,AstraZeneca - Vaxzevria,9/1/2021,0,,,,,0
France,AstraZeneca - Vaxzevria,10/1/2021,0,,,,,0
France,AstraZeneca - Vaxzevria,11/1/2021,0,,,,,0
France,AstraZeneca - Vaxzevria,12/1/2021,0,,,,,0
France,AstraZeneca - Vaxzevria,1/1/2022,0,,,,,0
France,AstraZeneca - Vaxzevria,2/1/2022,0,,,,,0
France,AstraZeneca - Vaxzevria,3/1/2022,0,,,,,0
France,AstraZeneca - Vaxzevria,4/1/2022,0,,,,,0
France,AstraZeneca - Vaxzevria,5/1/2022,0,,,,,0
France,AstraZeneca - Vaxzevria,6/1/2022,0,,,,,0
France,AstraZeneca - Vaxzevria,7/1/2022,0,,,,,0
France,AstraZeneca - Vaxzevria,8/1/2022,0,,,,,0
France,AstraZeneca - Vaxzevria,9/1/2022,0,,,,,0
France,Janssen - Ad26.COV 2.S,12/1/2020,0,,,,,0
France,Janssen - Ad26.COV 2.S,1/1/2021,0,,,,,0
France,Janssen - Ad26.COV 2.S,2/1/2021,0,,,,,0
France,Janssen - Ad26.COV 2.S,3/1/2021,0,,,,,0
France,Janssen - Ad26.COV 2.S,4/1/2021,"206,400",,,,,"206,400"
France,Janssen - Ad26.COV 2.S,5/1/2021,"1,115,400",,,,,"1,115,400"
France,Janssen - Ad26.COV 2.S,6/1/2021,"1,058,000",,,,,"1,058,000"
France,Janssen - Ad26.COV 2.S,7/1/2021,"316,000",,,,,"316,000"
France,Janssen - Ad26.COV 2.S,8/1/2021,0,,,,,0
France,Janssen - Ad26.COV 2.S,9/1/2021,"1,036,500",,,,,"1,036,500"
France,Janssen - Ad26.COV 2.S,10/1/2021,0,,,,,0
France,Janssen - Ad26.COV 2.S,11/1/2021,0,,,,,0
France,Janssen - Ad26.COV 2.S,12/1/2021,0,,,,,0
France,Janssen - Ad26.COV 2.S,1/1/2022,0,,,,,0
France,Janssen - Ad26.COV 2.S,2/1/2022,0,,,,,0
France,Janssen - Ad26.COV 2.S,3/1/2022,0,,,,,0
France,Janssen - Ad26.COV 2.S,4/1/2022,0,,,,,0
France,Janssen - Ad26.COV 2.S,5/1/2022,0,,,,,0
France,Janssen - Ad26.COV 2.S,6/1/2022,0,,,,,0
France,Janssen - Ad26.COV 2.S,7/1/2022,0,,,,,0
France,Janssen - Ad26.COV 2.S,8/1/2022,0,,,,,0
France,Janssen - Ad26.COV 2.S,9/1/2022,0,,,,,0
France,Moderna - Spikevax,12/1/2020,0,,,,,0
France,Moderna - Spikevax,1/1/2021,"126,200",,,,,"126,200"
France,Moderna - Spikevax,2/1/2021,"424,700",,,,,"424,700"
France,Moderna - Spikevax,3/1/2021,"543,900",,,,,"543,900"
France,Moderna - Spikevax,4/1/2021,"1,117,200",,,,,"1,117,200"
France,Moderna - Spikevax,5/1/2021,"1,635,600",,,,,"1,635,600"
France,Moderna - Spikevax,6/1/2021,"1,806,000",,,,,"1,806,000"
France,Moderna - Spikevax,7/1/2021,"2,937,600",,,,,"2,937,600"
France,Moderna - Spikevax,8/1/2021,"5,365,800",,,,,"5,365,800"
France,Moderna - Spikevax,9/1/2021,"3,576,680",,,,,"3,576,680"
France,Moderna - Spikevax,10/1/2021,"8,875,400",,,,,"8,875,400"
France,Moderna - Spikevax,11/1/2021,0,,,,,0
France,Moderna - Spikevax,12/1/2021,"7,806,500",,,,,"7,806,500"
France,Moderna - Spikevax,1/1/2022,"7,557,800",,,,,"7,557,800"
France,Moderna - Spikevax,2/1/2022,"986,200",,,,,"986,200"
France,Moderna - Spikevax,3/1/2022,"5,989,800",,,,,"5,989,800"
France,Moderna - Spikevax,4/1/2022,"2,929,300",,,,,"2,929,300"
France,Moderna - Spikevax,5/1/2022,"682,800",,,,,"682,800"
France,Moderna - Spikevax,6/1/2022,"2,567,800",,,,,"2,567,800"
France,Moderna - Spikevax,7/1/2022,0,,,,,0
France,Moderna - Spikevax,8/1/2022,0,,,,,0
France,Moderna - Spikevax,9/1/2022,"661,200",,,,,"661,200"
France,Novavax - Nuvaxovid,12/1/2020,0,,,,,0
France,Novavax - Nuvaxovid,1/1/2021,0,,,,,0
France,Novavax - Nuvaxovid,2/1/2021,0,,,,,0
France,Novavax - Nuvaxovid,3/1/2021,0,,,,,0
France,Novavax - Nuvaxovid,4/1/2021,0,,,,,0
France,Novavax - Nuvaxovid,5/1/2021,0,,,,,0
France,Novavax - Nuvaxovid,6/1/2021,0,,,,,0
France,Novavax - Nuvaxovid,7/1/2021,0,,,,,0
France,Novavax - Nuvaxovid,8/1/2021,0,,,,,0
France,Novavax - Nuvaxovid,9/1/2021,0,,,,,0
France,Novavax - Nuvaxovid,10/1/2021,0,,,,,0
France,Novavax - Nuvaxovid,11/1/2021,0,,,,,0
France,Novavax - Nuvaxovid,12/1/2021,0,,,,,0
France,Novavax - Nuvaxovid,1/1/2022,0,,,,,0
France,Novavax - Nuvaxovid,2/1/2022,"1,128,000",,,,,"1,128,000"
France,Novavax - Nuvaxovid,3/1/2022,"1,527,000",,,,,"1,527,000"
France,Novavax - Nuvaxovid,4/1/2022,0,,,,,0
France,Novavax - Nuvaxovid,5/1/2022,0,,,,,0
France,Novavax - Nuvaxovid,6/1/2022,0,,,,,0
France,Novavax - Nuvaxovid,7/1/2022,0,,,,,0
France,Novavax - Nuvaxovid,8/1/2022,0,,,,,0
France,Novavax - Nuvaxovid,9/1/2022,"100,000",,,,,"100,000"
France,Pfizer BioNTech - Comirnaty,12/1/2020,"58,500",,,,,"58,500"
France,Pfizer BioNTech - Comirnaty,1/1/2021,"1,997,580",,,,,"1,997,580"
France,Pfizer BioNTech - Comirnaty,2/1/2021,"2,517,840",,,,,"2,517,840"
France,Pfizer BioNTech - Comirnaty,3/1/2021,"3,611,790",,,,,"3,611,790"
France,Pfizer BioNTech - Comirnaty,4/1/2021,"6,761,430",,,,,"6,761,430"
France,Pfizer BioNTech - Comirnaty,5/1/2021,"12,654,720",,,,,"12,654,720"
France,Pfizer BioNTech - Comirnaty,6/1/2021,"15,419,430",,,,,"15,419,430"
France,Pfizer BioNTech - Comirnaty,7/1/2021,"11,731,590",,,,,"11,731,590"
France,Pfizer BioNTech - Comirnaty,8/1/2021,"14,889,420",,,,,"14,889,420"
France,Pfizer BioNTech - Comirnaty,9/1/2021,"8,425,170",,,,,"8,425,170"
France,Pfizer BioNTech - Comirnaty,10/1/2021,"5,346,900",,,,,"5,346,900"
France,Pfizer BioNTech - Comirnaty,11/1/2021,"7,110,090",,,,,"7,110,090"
France,Pfizer BioNTech - Comirnaty,12/1/2021,"4,635,000",,,,,"4,635,000"
France,Pfizer BioNTech - Comirnaty,1/1/2022,"12,663,240",,,,,"12,663,240"
France,Pfizer BioNTech - Comirnaty,2/1/2022,"11,858,020",,,,,"11,858,020"
France,Pfizer BioNTech - Comirnaty,3/1/2022,"9,463,260",,,,,"9,463,260"
France,Pfizer BioNTech - Comirnaty,4/1/2022,"7,195,920",,,,,"7,195,920"
France,Pfizer BioNTech - Comirnaty,5/1/2022,0,,,,,0
France,Pfizer BioNTech - Comirnaty,6/1/2022,0,,,,,0
France,Pfizer BioNTech - Comirnaty,7/1/2022,0,,,,,0
France,Pfizer BioNTech - Comirnaty,8/1/2022,0,,,,,0
France,Pfizer BioNTech - Comirnaty,9/1/2022,"5,189,760",,,,,"5,189,760"
France,Unknown,12/1/2020,0,,,,,0
France,Unknown,1/1/2021,0,,,,,0
France,Unknown,2/1/2021,0,,,,,0
France,Unknown,3/1/2021,0,,,,,0
France,Unknown,4/1/2021,0,,,,,0
France,Unknown,5/1/2021,0,,,,,0
France,Unknown,6/1/2021,0,,,,,0
France,Unknown,7/1/2021,0,,,,,0
France,Unknown,8/1/2021,0,,,,,0
France,Unknown,9/1/2021,0,,,,,0
France,Unknown,10/1/2021,0,,,,,0
France,Unknown,11/1/2021,0,,,,,0
France,Unknown,12/1/2021,0,,,,,0
France,Unknown,1/1/2022,0,,,,,0
France,Unknown,2/1/2022,0,,,,,0
France,Unknown,3/1/2022,0,,,,,0
France,Unknown,4/1/2022,0,,,,,0
France,Unknown,5/1/2022,0,,,,,0
France,Unknown,6/1/2022,0,,,,,0
France,Unknown,7/1/2022,0,,,,,0
France,Unknown,8/1/2022,0,,,,,0
France,Unknown,9/1/2022,0,,,,,0
French Polynesia,Unknown,2/1/2021,,,,,"8,850","8,850"
French Polynesia,Unknown,3/1/2021,,,,,"24,239","24,239"
French Polynesia,Unknown,4/1/2021,,,,,"35,316","35,316"
French Polynesia,Unknown,5/1/2021,,,,,"36,708","36,708"
French Polynesia,Unknown,6/1/2021,,,,,"40,682","40,682"
French Polynesia,Unknown,7/1/2021,,,,,"23,647","23,647"
French Polynesia,Unknown,8/1/2021,,,,,"89,185","89,185"
French Polynesia,Unknown,9/1/2021,,,,,"61,228","61,228"
French Polynesia,Unknown,10/1/2021,,,,,"14,139","14,139"
French Polynesia,Unknown,11/1/2021,,,,,"16,676","16,676"
French Polynesia,Unknown,12/1/2021,,,,,"11,336","11,336"
French Polynesia,Unknown,1/1/2022,,,,,"15,277","15,277"
French Polynesia,Unknown,2/1/2022,,,,,"23,007","23,007"
French Polynesia,Unknown,3/1/2022,,,,,"3,475","3,475"
French Polynesia,Unknown,4/1/2022,,,,,"93,116","93,116"
French Polynesia,Unknown,5/1/2022,,,,,"1,706","1,706"
French Polynesia,Unknown,8/1/2022,,,,,"13,375","13,375"
